Frame,Time (s),Face Index,Center X,Center Y
261,8.71,1,543,1014
261,8.71,2,1030,843
261,8.71,3,1869,783
261,8.71,4,1424,838
261,8.71,5,2270,794
261,8.71,6,2430,891
261,8.71,7,2838,787
261,8.71,8,3308,992
262,8.74,0,1874,769
262,8.74,1,2278,794
262,8.74,2,1040,851
262,8.74,3,1433,851
262,8.74,4,1601,772
262,8.74,5,2847,784
262,8.74,6,546,1021
262,8.74,7,3300,1006
262,8.74,8,2431,891
263,8.78,0,2289,789
263,8.78,1,1879,767
263,8.78,2,2852,786
263,8.78,3,1439,856
263,8.78,4,1049,853
263,8.78,5,1606,775
263,8.78,6,549,1031
263,8.78,7,2430,890
263,8.78,8,3296,1011
264,8.81,0,2297,786
264,8.81,1,1888,771
264,8.81,2,555,1031
264,8.81,3,1443,848
264,8.81,4,1061,851
264,8.81,5,1612,774
264,8.81,6,2859,786
264,8.81,7,2429,887
264,8.81,8,3283,1028
265,8.84,0,1887,782
265,8.84,1,2302,791
265,8.84,2,559,1040
265,8.84,3,1441,843
265,8.84,4,1615,776
265,8.84,5,1063,849
265,8.84,6,2858,791
265,8.84,7,3279,1043
265,8.84,8,2432,889
266,8.88,0,1886,783
266,8.88,1,1440,831
266,8.88,2,2302,793
266,8.88,3,1058,849
266,8.88,4,2863,799
266,8.88,5,560,1043
266,8.88,6,2441,895
266,8.88,7,3275,1054
266,8.88,8,1617,774
267,8.91,0,1884,787
267,8.91,1,2306,796
267,8.91,2,1434,829
267,8.91,3,1059,848
267,8.91,4,3276,1064
267,8.91,5,1618,775
267,8.91,6,2867,803
267,8.91,7,2442,895
267,8.91,8,563,1038
268,8.94,0,1882,793
268,8.94,1,2304,798
268,8.94,2,1428,835
268,8.94,3,2863,803
268,8.94,4,1614,778
268,8.94,5,1052,849
268,8.94,6,574,1046
268,8.94,7,3273,1081
268,8.94,8,2438,897
269,8.98,0,1879,797
269,8.98,1,1612,780
269,8.98,2,1422,834
269,8.98,3,2303,800
269,8.98,4,1046,849
269,8.98,5,2855,801
269,8.98,6,3278,1083
269,8.98,7,2437,900
269,8.98,8,580,1037
270,9.01,0,1874,802
270,9.01,1,1415,833
270,9.01,2,1607,774
270,9.01,3,2301,802
270,9.01,4,2843,798
270,9.01,5,1041,847
270,9.01,6,3278,1085
270,9.01,7,2436,900
270,9.01,8,590,1034
271,9.04,0,1871,798
271,9.04,1,2300,801
271,9.04,2,2835,797
271,9.04,3,1038,846
271,9.04,4,1601,776
271,9.04,5,1406,835
271,9.04,6,3277,1085
271,9.04,7,2431,897
271,9.04,8,589,1048
272,9.08,0,1863,791
272,9.08,1,1399,837
272,9.08,2,2818,791
272,9.08,3,2292,799
272,9.08,4,1597,774
272,9.08,5,1033,845
272,9.08,6,3273,1090
272,9.08,7,2425,895
272,9.08,8,591,1050
273,9.11,0,2285,791
273,9.11,1,1027,838
273,9.11,2,1390,837
273,9.11,3,1858,779
273,9.11,4,1591,765
273,9.11,5,2806,786
273,9.11,6,2421,894
273,9.11,7,3269,1095
273,9.11,8,592,1066
274,9.14,0,1854,772
274,9.14,1,2273,782
274,9.14,2,1384,839
274,9.14,3,1589,760
274,9.14,4,2796,777
274,9.14,5,1023,828
274,9.14,6,2419,895
274,9.14,7,3263,1104
274,9.14,8,595,1087
275,9.18,0,1844,753
275,9.18,1,1586,755
275,9.18,2,1017,823
275,9.18,3,2265,780
275,9.18,4,2785,772
275,9.18,5,1379,844
275,9.18,6,3261,1105
275,9.18,7,600,1105
275,9.18,8,2418,892
276,9.21,0,1013,822
276,9.21,1,1837,740
276,9.21,2,2259,775
276,9.21,3,1376,844
276,9.21,4,1586,759
276,9.21,5,2768,776
276,9.21,6,606,1115
276,9.21,7,3256,1105
276,9.21,8,2415,896
277,9.24,0,2250,762
277,9.24,1,1834,736
277,9.24,2,1009,821
277,9.24,3,1584,754
277,9.24,4,1372,840
277,9.24,5,3255,1111
277,9.24,6,612,1128
277,9.24,7,2764,778
277,9.24,8,2411,897
278,9.28,0,2248,750
278,9.28,1,1367,829
278,9.28,2,1832,737
278,9.28,3,1011,818
278,9.28,4,1584,751
278,9.28,5,2769,779
278,9.28,6,3255,1104
278,9.28,7,614,1146
278,9.28,8,2411,887
279,9.31,0,1368,819
279,9.31,1,1017,814
279,9.31,2,1588,744
279,9.31,3,2249,749
279,9.31,4,1832,737
279,9.31,5,619,1151
279,9.31,6,2761,779
279,9.31,7,3251,1086
279,9.31,8,2406,872
280,9.34,0,1022,812
280,9.34,1,1370,809
280,9.34,2,1832,736
280,9.34,3,2254,752
280,9.34,4,1592,739
280,9.34,5,623,1147
280,9.34,6,2399,869
280,9.34,7,3255,1071
280,9.34,8,2769,784
281,9.38,0,1372,799
281,9.38,1,1834,732
281,9.38,2,1034,807
281,9.38,3,1597,733
281,9.38,4,2258,749
281,9.38,5,2397,857
281,9.38,6,2781,782
281,9.38,7,3260,1042
281,9.38,8,612,1138
282,9.41,0,1044,803
282,9.41,1,1837,729
282,9.41,2,1377,795
282,9.41,3,1600,732
282,9.41,4,2263,745
282,9.41,5,2794,776
282,9.41,6,3264,1010
282,9.41,7,2396,846
282,9.41,8,609,1113
283,9.44,0,1840,725
283,9.44,1,1383,793
283,9.44,2,1048,801
283,9.44,3,2267,733
283,9.44,4,2394,848
283,9.44,5,1607,723
283,9.44,6,3268,974
283,9.44,7,599,1067
283,9.44,8,2790,771
283,9.44,9,2514,1566
284,9.48,0,2271,730
284,9.48,1,1848,723
284,9.48,2,1388,790
284,9.48,3,1613,723
284,9.48,4,1054,794
284,9.48,5,2808,766
284,9.48,6,2397,843
284,9.48,7,3266,945
284,9.48,8,596,1046
285,9.51,0,2277,724
285,9.51,1,1854,711
285,9.51,2,1395,785
285,9.51,3,1059,789
285,9.51,4,3263,914
285,9.51,5,2811,764
285,9.51,6,1615,712
285,9.51,7,2399,833
285,9.51,8,587,1003
286,9.54,0,1859,695
286,9.54,1,2279,716
286,9.54,2,1403,778
286,9.54,3,1067,775
286,9.54,4,2405,824
286,9.54,5,2818,758
286,9.54,6,579,966
286,9.54,7,1616,702
286,9.54,8,3268,885
287,9.58,0,1865,677
287,9.58,1,2288,708
287,9.58,2,1408,773
287,9.58,3,1070,767
287,9.58,4,2822,747
287,9.58,5,1616,695
287,9.58,6,2406,811
287,9.58,7,571,928
287,9.58,8,3270,855
288,9.61,0,1871,660
288,9.61,1,2300,705
288,9.61,2,1413,768
288,9.61,3,1075,759
288,9.61,4,2829,732
288,9.61,5,1614,682
288,9.61,6,564,902
288,9.61,7,2411,800
288,9.61,8,3269,829
289,9.64,0,1417,768
289,9.64,1,1876,642
289,9.64,2,1080,753
289,9.64,3,2840,727
289,9.64,4,1611,680
289,9.64,5,2308,703
289,9.64,6,3265,806
289,9.64,7,2415,797
289,9.64,8,563,873
290,9.68,0,1879,627
290,9.68,1,1085,746
290,9.68,2,2321,696
290,9.68,3,1423,766
290,9.68,4,2842,727
290,9.68,5,553,833
290,9.68,6,1610,680
290,9.68,7,2418,791
290,9.68,8,3265,782
291,9.71,0,1880,619
291,9.71,1,2325,695
291,9.71,2,1092,746
291,9.71,3,545,807
291,9.71,4,1427,757
291,9.71,5,1611,679
291,9.71,6,3263,771
291,9.71,7,2849,727
291,9.71,8,2427,784
292,9.74,0,1880,615
292,9.74,1,1092,743
292,9.74,2,2329,693
292,9.74,3,2433,769
292,9.74,4,1428,749
292,9.74,5,1607,675
292,9.74,6,2848,730
292,9.74,7,538,789
292,9.74,8,3268,764
293,9.78,0,1086,742
293,9.78,1,2325,689
293,9.78,2,1878,611
293,9.78,3,1427,743
293,9.78,4,2434,758
293,9.78,5,1604,674
293,9.78,6,2852,727
293,9.78,7,535,778
293,9.78,8,3267,754
294,9.81,0,1084,742
294,9.81,1,2322,685
294,9.81,2,1423,737
294,9.81,3,1874,616
294,9.81,4,1600,669
294,9.81,5,2438,754
294,9.81,6,2844,725
294,9.81,7,523,758
294,9.81,8,3271,756
295,9.84,0,2318,678
295,9.84,1,1078,742
295,9.84,2,1422,737
295,9.84,3,1873,620
295,9.84,4,1594,670
295,9.84,5,517,748
295,9.84,6,2832,719
295,9.84,7,2436,750
296,9.88,0,1071,741
296,9.88,1,2315,677
296,9.88,2,1420,737
296,9.88,3,1872,626
296,9.88,4,2818,712
296,9.88,5,2435,743
296,9.88,6,1589,666
296,9.88,7,514,742
297,9.91,0,1066,742
297,9.91,1,1417,735
297,9.91,2,2436,741
297,9.91,3,2316,671
297,9.91,4,1874,638
297,9.91,5,2807,700
297,9.91,6,1588,672
297,9.91,7,3282,751
297,9.91,8,517,752
298,9.94,0,1059,745
298,9.94,1,1417,732
298,9.94,2,2783,687
298,9.94,3,1873,642
298,9.94,4,2310,666
298,9.94,5,2432,742
298,9.94,6,1584,674
298,9.94,7,3290,752
298,9.94,8,495,763
299,9.98,0,1055,747
299,9.98,1,1416,738
299,9.98,2,1872,647
299,9.98,3,2305,665
299,9.98,4,2763,680
299,9.98,5,1583,677
299,9.98,6,2428,737
299,9.98,7,512,774
299,9.98,8,3287,753
300,10.01,0,1053,747
300,10.01,1,1415,739
300,10.01,2,1870,651
300,10.01,3,2301,669
300,10.01,4,1585,679
300,10.01,5,2424,728
300,10.01,6,2747,672
300,10.01,7,3290,757
300,10.01,8,500,774
